"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"60875095","2024-04-15T23:34:18.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11214","156 BAY   38 STREET","BAY   38 STREET","BENSON AVENUE","BATH AVENUE","BENSON AVENUE","BATH AVENUE","ADDRESS","BROOKLYN","BAY   38 STREET",,"In Progress",,,,"11 BROOKLYN","3068770077","BROOKLYN","986739","156199","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.595406050151645","-73.99103760180883","
,  
(40.595406050151645, -73.99103760180883)"
"60880346","2024-04-15T23:34:18.000","2024-04-16T00:03:39.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11215","300 8 AVENUE","8 AVENUE","3 STREET","4 STREET","3 STREET","4 STREET","ADDRESS","BROOKLYN","8 AVENUE",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2024-04-16T00:03:45.000","06 BROOKLYN","3010800035","BROOKLYN","990829","183117","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.66928816001487","-73.97628407712787","
,  
(40.66928816001487, -73.97628407712787)"
"60875901","2024-04-15T23:33:57.000","2024-04-15T23:59:39.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11201","12 REMSEN STREET","REMSEN STREET","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","ADDRESS","BROOKLYN","REMSEN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-15T23:59:44.000","02 BROOKLYN","3002510011","BROOKLYN","984818","192502","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.695050275723275","-73.99795168733361","
,  
(40.695050275723275, -73.99795168733361)"
"60877393","2024-04-15T23:33:49.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10461","2175 HONE AVENUE","HONE AVENUE","ESPLANADE","PELHAM PARKWAY SOUTH","ESPLANADE","PELHAM PARKWAY SOUTH","ADDRESS","BRONX","HONE AVENUE",,"In Progress",,,"2024-04-16T02:09:28.000","11 BRONX","2043280015","BRONX","1023041","251195","PHONE","Unspecified","BRONX",,,,,,,,"40.85606189010705","-73.8597738022808","
,  
(40.85606189010705, -73.8597738022808)"
"60871843","2024-04-15T23:33:46.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10030","212 WEST  133 STREET","WEST  133 STREET",,,,,"ADDRESS","NEW YORK",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","10 MANHATTAN","1019380046","MANHATTAN","999381","235950","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.81429103122533","-73.94533705954535","
,  
(40.81429103122533, -73.94533705954535)"
"60880441","2024-04-15T23:33:44.000","2024-04-16T00:00:28.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10032","600 WEST  161 STREET","WEST  161 STREET","BROADWAY","FORT WASHINGTON AVENUE","BROADWAY","FORT WASHINGTON AVENUE","ADDRESS","NEW YORK","WEST  161 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:00:32.000","12 MANHATTAN","1021370014","MANHATTAN","999931","244102","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.836664988649915","-73.94333105285334","
,  
(40.836664988649915, -73.94333105285334)"
"60866520","2024-04-15T23:33:38.000","2024-04-16T00:58:38.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11419","95-25 111 STREET","111 STREET","95 AVENUE","101 AVENUE","95 AVENUE","101 AVENUE","ADDRESS","SOUTH RICHMOND HILL","111 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-04-16T00:58:41.000","09 QUEENS","4094130075","QUEENS","1030331","190768","PHONE","Unspecified","QUEENS",,,,,,,,"40.69017090210513","-73.83383548350217","
,  
(40.69017090210513, -73.83383548350217)"
"60870535","2024-04-15T23:33:29.000",,"DOT","Department of Transportation","Street Condition","Blocked - Construction","Street","11222","21 INDIA STREET","INDIA STREET","DEAD END","WEST STREET","DEAD END","WEST STREET","ADDRESS","BROOKLYN","INDIA STREET",,"In Progress",,,,"01 BROOKLYN","3025307502","BROOKLYN","995282","205896","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.73180674931541","-73.96019462910861","
,  
(40.73180674931541, -73.96019462910861)"
"60881808","2024-04-15T23:33:23.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11414","79-03 157 AVENUE","157 AVENUE","79 STREET","80 STREET","79 STREET","80 STREET","ADDRESS","HOWARD BEACH","157 AVENUE",,"In Progress",,,,"10 QUEENS","4139427501","QUEENS","1024835","180012","ONLINE","Unspecified","QUEENS",,,,,,,,"40.66067505563442","-73.85371836327248","
,  
(40.66067505563442, -73.85371836327248)"
"60869407","2024-04-15T23:33:22.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","11208","1397 STANLEY AVENUE","STANLEY AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","05 BROOKLYN","3045180124","BROOKLYN","1023716","182273","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.666886050055766","-73.85773836375837","
,  
(40.666886050055766, -73.85773836375837)"
"60872101","2024-04-15T23:33:20.000",,"HPD","Department of Housing Preservation and Development","PLUMBING","WATER SUPPLY","RESIDENTIAL BUILDING","11212","903 SARATOGA AVENUE","SARATOGA AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.","2024-04-15T00:00:00.000","16 BROOKLYN","3036080027","BROOKLYN","1007936","179125","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.65830176906019","-73.91463095922389","
,  
(40.65830176906019, -73.91463095922389)"
"60881057","2024-04-15T23:33:18.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11355","142-30 SANFORD AVENUE","SANFORD AVENUE",,,,,"ADDRESS","FLUSHING",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","07 QUEENS","4051810028","QUEENS","1032885","215427","ONLINE","Unspecified","QUEENS",,,,,,,,"40.757840074848076","-73.82444778152255","
,  
(40.757840074848076, -73.82444778152255)"
"60874938","2024-04-15T23:33:09.000",,"NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11236","617 EAST   95 STREET","EAST   95 STREET","AVENUE A","AVENUE B","AVENUE A","AVENUE B","ADDRESS","BROOKLYN","EAST   95 STREET",,"In Progress",,,,"17 BROOKLYN","3047550035","BROOKLYN","1008135","177187","PHONE","Unspecified","BROOKLYN","Car",,,,,,,"40.6529818512499","-73.91392058812775","
,  
(40.6529818512499, -73.91392058812775)"
"60881349","2024-04-15T23:32:35.000",,"HPD","Department of Housing Preservation and Development","UNSANITARY CONDITION","GARBAGE/RECYCLING STORAGE","RESIDENTIAL BUILDING","10037","2300 5 AVENUE","5 AVENUE",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.","2024-04-15T00:00:00.000","10 MANHATTAN","1017370025","MANHATTAN","1002067","236396","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.815510167325854","-73.93563231275274","
,  
(40.815510167325854, -73.93563231275274)"
"60878764","2024-04-15T23:32:33.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11355","142-30 SANFORD AVENUE","SANFORD AVENUE",,,,,"ADDRESS","FLUSHING",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","07 QUEENS","4051810028","QUEENS","1032885","215427","ONLINE","Unspecified","QUEENS",,,,,,,,"40.757840074848076","-73.82444778152255","
,  
(40.757840074848076, -73.82444778152255)"
"60871142","2024-04-15T23:32:29.000","2024-04-15T23:53:46.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11220","6801 SHORE ROAD","SHORE ROAD","68 STREET","BAY RIDGE AVENUE","68 STREET","BAY RIDGE AVENUE","ADDRESS","BROOKLYN","SHORE ROAD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-15T23:53:52.000","10 BROOKLYN","3058590015","BROOKLYN","974360","172309","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.63961948472626","-74.0356355366244","
,  
(40.63961948472626, -74.0356355366244)"
"60873537","2024-04-15T23:32:19.000","2024-04-15T23:59:25.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11201","10 REMSEN STREET","REMSEN STREET","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","ADDRESS","BROOKLYN","REMSEN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-15T23:59:29.000","02 BROOKLYN","3002510010","BROOKLYN","984806","192507","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.6950640003256","-73.99799496113215","
,  
(40.6950640003256, -73.99799496113215)"
"60873574","2024-04-15T23:32:14.000","2024-04-15T23:57:05.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11201","8 REMSEN STREET","REMSEN STREET","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","ADDRESS","BROOKLYN","REMSEN STREET",,"Closed",,"The Police Department made an arrest in response to the complaint.","2024-04-15T23:57:12.000","02 BROOKLYN","3002510006","BROOKLYN","984795","192512","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.695077724850115","-73.99803462876274","
,  
(40.695077724850115, -73.99803462876274)"
"60868188","2024-04-15T23:31:50.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11361","45-16 215 PLACE","215 PLACE","NORTHERN BOULEVARD","46 AVENUE","NORTHERN BOULEVARD","46 AVENUE","ADDRESS","BAYSIDE","215 PLACE",,"In Progress",,,"2024-04-16T01:37:48.000","11 QUEENS","4073340013","QUEENS","1048959","216237","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75996028039367","-73.76641973963385","
,  
(40.75996028039367, -73.76641973963385)"
"60871853","2024-04-15T23:31:48.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11355","142-30 SANFORD AVENUE","SANFORD AVENUE",,,,,"ADDRESS","FLUSHING",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","07 QUEENS","4051810028","QUEENS","1032885","215427","ONLINE","Unspecified","QUEENS",,,,,,,,"40.757840074848076","-73.82444778152255","
,  
(40.757840074848076, -73.82444778152255)"
"60871646","2024-04-15T23:31:45.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","11103","32-60 41 STREET","41 STREET",,,,,"ADDRESS","ASTORIA",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","01 QUEENS","4006760078","QUEENS","1006612","215184","PHONE","Unspecified","QUEENS",,,,,,,,"40.75727858668693","-73.91928315933701","
,  
(40.75727858668693, -73.91928315933701)"
"60874651","2024-04-15T23:31:44.000",,"HPD","Department of Housing Preservation and Development","UNSANITARY CONDITION","PESTS","RESIDENTIAL BUILDING","10027","400 WEST  128 STREET","WEST  128 STREET",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.","2024-04-15T00:00:00.000","09 MANHATTAN","1019540011","MANHATTAN","997544","235485","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.813017691565264","-73.95197440907843","
,  
(40.813017691565264, -73.95197440907843)"
"60880315","2024-04-15T23:31:39.000","2024-04-16T00:08:02.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10025","170 WEST  107 STREET","WEST  107 STREET","COLUMBUS AVENUE","AMSTERDAM AVENUE","COLUMBUS AVENUE","AMSTERDAM AVENUE","ADDRESS","NEW YORK","WEST  107 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:08:05.000","07 MANHATTAN","1018610059","MANHATTAN","994154","230990","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.800684609374116","-73.96422767292","
,  
(40.800684609374116, -73.96422767292)"
"60864293","2024-04-15T23:31:35.000","2024-04-16T00:10:30.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11229","2285 OCEAN AVENUE","OCEAN AVENUE","AVENUE R","AVENUE S","AVENUE R","AVENUE S","ADDRESS","BROOKLYN","OCEAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:10:34.000","15 BROOKLYN","3068260077","BROOKLYN","997413","159960","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.605719805881684","-73.95259530827619","
,  
(40.605719805881684, -73.95259530827619)"
"60878045","2024-04-15T23:31:26.000","2024-04-15T23:53:37.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","10014","26 LITTLE WEST   12 STREET","LITTLE WEST   12 STREET","9 AVENUE","WASHINGTON STREET","9 AVENUE","WASHINGTON STREET","ADDRESS","NEW YORK","LITTLE WEST   12 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-15T23:53:40.000","02 MANHATTAN","1006440043","MANHATTAN","982240","208880","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.740003744139194","-74.00725332089404","
,  
(40.740003744139194, -74.00725332089404)"
"60873596","2024-04-15T23:31:22.000","2024-04-16T00:08:53.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11416","101-60 106 STREET","106 STREET","101 AVENUE","103 AVENUE","101 AVENUE","103 AVENUE","ADDRESS","OZONE PARK","106 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-04-16T00:08:57.000","09 QUEENS","4094230035","QUEENS","1029522","189416","PHONE","Unspecified","QUEENS","Car",,,,,,,"40.686464154148595","-73.83676175300474","
,  
(40.686464154148595, -73.83676175300474)"
"60876457","2024-04-15T23:31:10.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11355","142-30 SANFORD AVENUE","SANFORD AVENUE",,,,,"ADDRESS","FLUSHING",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","07 QUEENS","4051810028","QUEENS","1032885","215427","ONLINE","Unspecified","QUEENS",,,,,,,,"40.757840074848076","-73.82444778152255","
,  
(40.757840074848076, -73.82444778152255)"
"60873240","2024-04-15T23:30:58.000","2024-04-16T00:05:28.000","NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Traffic","Street/Sidewalk","11214","2772 BATH AVENUE","BATH AVENUE","BAY   47 STREET","28 AVENUE","BAY   47 STREET","28 AVENUE","ADDRESS","BROOKLYN","BATH AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:05:32.000","13 BROOKLYN","3069020044","BROOKLYN","988491","154439","MOBILE","Unspecified","BROOKLYN","Car",,,,,,,"40.59057453838484","-73.98473010012343","
,  
(40.59057453838484, -73.98473010012343)"
"60871221","2024-04-15T23:30:54.000","2024-04-15T23:59:24.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11201","10 REMSEN STREET","REMSEN STREET","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","ADDRESS","BROOKLYN","REMSEN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-15T23:59:29.000","02 BROOKLYN","3002510010","BROOKLYN","984806","192507","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.6950640003256","-73.99799496113215","
,  
(40.6950640003256, -73.99799496113215)"
"60868526","2024-04-15T23:30:53.000","2024-04-16T00:54:40.000","NYPD","New York City Police Department","Illegal Parking","License Plate Obscured","Street/Sidewalk","10034","5057 BROADWAY","BROADWAY","WEST  215 STREET","WEST  216 STREET","WEST  215 STREET","WEST  216 STREET","ADDRESS","NEW YORK","BROADWAY",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-04-16T00:54:45.000","12 MANHATTAN","1022430258","MANHATTAN","1007630","256317","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.87017448701989","-73.91546535501995","
,  
(40.87017448701989, -73.91546535501995)"
"60877399","2024-04-15T23:30:53.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11216","1225 DEAN STREET","DEAN STREET","NOSTRAND AVENUE","NEW YORK AVENUE","NOSTRAND AVENUE","NEW YORK AVENUE","ADDRESS","BROOKLYN","DEAN STREET",,"In Progress",,,"2024-04-16T01:53:02.000","08 BROOKLYN","3012070058","BROOKLYN","998493","185863","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.67681629979491","-73.94865115759387","
,  
(40.67681629979491, -73.94865115759387)"
"60878760","2024-04-15T23:30:36.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11355","142-30 SANFORD AVENUE","SANFORD AVENUE",,,,,"ADDRESS","FLUSHING",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","07 QUEENS","4051810028","QUEENS","1032885","215427","ONLINE","Unspecified","QUEENS",,,,,,,,"40.757840074848076","-73.82444778152255","
,  
(40.757840074848076, -73.82444778152255)"
"60873499","2024-04-15T23:30:32.000","2024-04-16T00:19:44.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10457","2169 CROTONA AVENUE","CROTONA AVENUE","EAST  181 STREET","EAST  182 STREET","EAST  181 STREET","EAST  182 STREET","ADDRESS","BRONX","CROTONA AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:19:49.000","06 BRONX","2030830040","BRONX","1015584","249002","ONLINE","Unspecified","BRONX",,,,,,,,"40.8500723770984","-73.8867404455069","
,  
(40.8500723770984, -73.8867404455069)"
"60869028","2024-04-15T23:30:21.000","2024-04-15T23:58:39.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11201","8 REMSEN STREET","REMSEN STREET","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","ADDRESS","BROOKLYN","REMSEN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-15T23:58:44.000","02 BROOKLYN","3002510006","BROOKLYN","984795","192512","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.695077724850115","-73.99803462876274","
,  
(40.695077724850115, -73.99803462876274)"
"60874204","2024-04-15T23:30:01.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11355","142-30 SANFORD AVENUE","SANFORD AVENUE",,,,,"ADDRESS","FLUSHING",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","07 QUEENS","4051810028","QUEENS","1032885","215427","ONLINE","Unspecified","QUEENS",,,,,,,,"40.757840074848076","-73.82444778152255","
,  
(40.757840074848076, -73.82444778152255)"
"60866696","2024-04-15T23:29:53.000","2024-04-16T00:19:22.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10457","2164 CROTONA AVENUE","CROTONA AVENUE","EAST  181 STREET","EAST  182 STREET","EAST  181 STREET","EAST  182 STREET","ADDRESS","BRONX","CROTONA AVENUE",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2024-04-16T00:19:25.000","06 BRONX","2030980021","BRONX","1015497","248902","ONLINE","Unspecified","BRONX",,,,,,,,"40.84979821522677","-73.88705538051562","
,  
(40.84979821522677, -73.88705538051562)"
"60881948","2024-04-15T23:29:53.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","10471","3902 MANHATTAN COLLEGE PARKWAY","MANHATTAN COLLEGE PARKWAY","HENRY HUDSON PARKWAY EAST","DELAFIELD AVENUE","HENRY HUDSON PARKWAY EAST","DELAFIELD AVENUE","ADDRESS","BRONX","MANHATTAN COLLEGE PARKWAY",,"In Progress",,,"2024-04-16T01:59:02.000","08 BRONX","2057811100","BRONX","1009694","263653","ONLINE","Unspecified","BRONX",,,,,,,,"40.890303808300075","-73.90797472720007","
,  
(40.890303808300075, -73.90797472720007)"
"60873158","2024-04-15T23:29:51.000","2024-04-16T00:12:05.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","10474","901 FAILE STREET","FAILE STREET","SENECA AVENUE","GARRISON AVENUE","SENECA AVENUE","GARRISON AVENUE","ADDRESS","BRONX","FAILE STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-16T00:12:09.000","02 BRONX","2027610034","BRONX","1015274","237980","MOBILE","Unspecified","BRONX",,,,,,,,"40.81982128989687","-73.8879119457195","
,  
(40.81982128989687, -73.8879119457195)"
"60866565","2024-04-15T23:29:26.000","2024-04-15T23:29:26.000","DOT","Department of Transportation","Street Condition","Pothole",,"11357",,,,,"22 AVENUE","149 STREET","INTERSECTION","QUEENS",,"N/A","Closed",,"The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.","2024-04-15T23:29:26.000","07 QUEENS",,"QUEENS","1034854","223179","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.77910620487096","-73.81728216060122","
,  
(40.77910620487096, -73.81728216060122)"
"60870963","2024-04-15T23:29:24.000","2024-04-16T00:48:40.000","NYPD","New York City Police Department","Noise - Commercial","Loud Talking","Club/Bar/Restaurant","11216","1177 BEDFORD AVENUE","BEDFORD AVENUE","PUTNAM AVENUE","JEFFERSON AVENUE","PUTNAM AVENUE","JEFFERSON AVENUE","ADDRESS","BROOKLYN","BEDFORD AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-04-16T00:48:44.000","03 BROOKLYN","3018270002","BROOKLYN","997047","188171","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68315344394406","-73.95385989080806","
,  
(40.68315344394406, -73.95385989080806)"
"60878748","2024-04-15T23:29:20.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11355","142-30 SANFORD AVENUE","SANFORD AVENUE",,,,,"ADDRESS","FLUSHING",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2024-04-15T00:00:00.000","07 QUEENS","4051810028","QUEENS","1032885","215427","ONLINE","Unspecified","QUEENS",,,,,,,,"40.757840074848076","-73.82444778152255","
,  
(40.757840074848076, -73.82444778152255)"
"60873542","2024-04-15T23:29:10.000","2024-04-15T23:59:39.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11201","12 REMSEN STREET","REMSEN STREET","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","ADDRESS","BROOKLYN","REMSEN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-04-15T23:59:44.000","02 BROOKLYN","3002510011","BROOKLYN","984818","192502","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.695050275723275","-73.99795168733361","
,  
(40.695050275723275, -73.99795168733361)"
"60869066","2024-04-15T23:29:07.000","2024-04-16T00:24:59.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10312","230 ARDEN AVENUE","ARDEN AVENUE","NEDRA LANE","CORRELL AVENUE","NEDRA LANE","CORRELL AVENUE","ADDRESS","STATEN ISLAND","ARDEN AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-04-16T00:25:02.000","03 STATEN ISLAND","5060250035","STATEN ISLAND","930845","140997","ONLINE","Unspecified","STATEN ISLAND","Other",,,,,,,"40.5535190920035","-74.19218047279834","
,  
(40.5535190920035, -74.19218047279834)"
"60875439","2024-04-15T23:29:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"10034","3875 9 AVENUE","9 AVENUE","W 207 ST","BEND",,,"ADDRESS","NEW YORK",,"N/A","Open",,,,"12 MANHATTAN","1021880001","MANHATTAN","1007261","254075","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.86402185139016","-73.91680723962781","
,  
(40.86402185139016, -73.91680723962781)"
